x,y,q_hat,var,weight,n_hi,n_lo,dt_hi,dt_lo,sigma,t_max
1.120104,0.593725,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.139092,1.918120,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.985991,-0.887195,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
0.198827,0.692520,0.771484,3.44998630e-4,2.898554e3,64,512,0.002500,0.010000,0.700000,6.000000
1.194633,-1.358977,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.059379,1.064230,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.357416,1.707565,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.766635,0.224899,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
1.987079,1.107279,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.917818,1.115795,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.057926,-1.599069,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
0.737389,-1.373864,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
0.167801,0.814744,0.722657,3.92214490e-4,2.549619e3,64,512,0.002500,0.010000,0.700000,6.000000
1.660903,-0.716985,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
1.699780,1.550918,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
0.469532,-1.656931,0.945312,1.01164463e-4,9.884796e3,64,512,0.002500,0.010000,0.700000,6.000000
0.835456,1.281414,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.431273,-1.178430,0.060547,1.11309973e-4,8.983840e3,64,512,0.002500,0.010000,0.700000,6.000000
1.684479,-0.945318,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
1.646609,0.038329,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
1.155321,0.395210,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.521989,1.268130,0.041014,7.69634243e-5,1.299302e4,64,512,0.002500,0.010000,0.700000,6.000000
0.480795,-0.124578,0.960937,7.34539477e-5,1.361379e4,64,512,0.002500,0.010000,0.700000,6.000000
-0.547107,-1.426323,0.048828,9.08824252e-5,1.100311e4,64,512,0.002500,0.010000,0.700000,6.000000
-1.834562,-0.385600,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.164637,-1.183396,0.240235,3.57182189e-4,2.799684e3,64,512,0.002500,0.010000,0.700000,6.000000
-0.114699,0.664945,0.330078,4.32728620e-4,2.310912e3,64,512,0.002500,0.010000,0.700000,6.000000
0.332982,-1.849436,0.890625,1.90627246e-4,5.245812e3,64,512,0.002500,0.010000,0.700000,6.000000
-1.718690,-1.020229,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.093505,0.100252,0.328125,4.31423156e-4,2.317905e3,64,512,0.002500,0.010000,0.700000,6.000000
1.631457,-1.938159,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
1.668320,-0.586645,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.527800,0.860689,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.004203,-1.640113,0.476563,4.88157959e-4,2.048513e3,64,512,0.002500,0.010000,0.700000,6.000000
-1.726630,1.238287,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.229392,1.592894,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.414227,-0.897873,0.070313,1.27920414e-4,7.817299e3,64,512,0.002500,0.010000,0.700000,6.000000
1.874105,-1.761344,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
1.733782,-0.646946,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.221840,0.190591,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
0.329240,0.391328,0.900391,1.75509853e-4,5.697653e3,64,512,0.002500,0.010000,0.700000,6.000000
-0.484007,0.298697,0.027344,1.99552752e-4,5.011181e3,64,512,0.002500,0.010000,0.700000,6.000000
0.949806,0.258916,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
0.921262,1.324251,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.258138,1.880989,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.940095,1.835929,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.506208,0.197569,0.042968,8.04692028e-5,1.242696e4,64,512,0.002500,0.010000,0.700000,6.000000
0.634670,0.447488,0.976563,4.47852342e-5,2.232829e4,64,512,0.002500,0.010000,0.700000,6.000000
-0.954113,-0.946568,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.872095,-1.092991,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.385075,0.088779,0.101563,1.78563437e-4,5.600219e3,64,512,0.002500,0.010000,0.700000,6.000000
-1.194788,-0.793328,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
0.889321,1.076953,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.766250,-0.415255,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
0.093496,1.938456,0.642497,6.58028071e-4,1.519690e3,64,512,0.002500,0.010000,0.700000,6.000000
-0.049744,-0.697029,0.410156,4.73436688e-4,2.112210e3,64,512,0.002500,0.010000,0.700000,6.000000
1.847425,-0.786954,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.714460,-1.080789,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.549281,0.478724,0.017579,3.37925867e-5,2.959141e4,64,512,0.002500,0.010000,0.700000,6.000000
0.585134,0.640627,0.982422,3.37904595e-5,2.959328e4,64,512,0.002500,0.010000,0.700000,6.000000
-0.332974,-0.618824,0.097654,1.72434005e-4,5.799287e3,64,512,0.002500,0.010000,0.700000,6.000000
0.143617,-0.270525,0.693015,6.14415745e-4,1.627560e3,64,512,0.002500,0.010000,0.700000,6.000000
0.968619,-1.789806,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.577861,0.441602,0.023437,4.47852342e-5,2.232829e4,64,512,0.002500,0.010000,0.700000,6.000000
1.822499,0.503482,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
0.817760,0.281785,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
0.101823,1.360955,0.679688,4.26047764e-4,2.347149e3,64,512,0.002500,0.010000,0.700000,6.000000
0.940277,1.860992,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
0.560948,-0.196568,0.970704,5.56456533e-5,1.797053e4,64,512,0.002500,0.010000,0.700000,6.000000
-0.546144,-0.246264,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.272623,-0.622050,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.167535,0.454924,0.279297,3.93910314e-4,2.538642e3,64,512,0.002500,0.010000,0.700000,6.000000
-1.604503,1.759930,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
1.234394,1.106682,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.721156,0.556238,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
1.039240,-1.275293,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.711827,1.252124,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.702840,-0.864847,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.016905,-1.417707,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
0.091450,-1.517832,0.681641,4.24666722e-4,2.354782e3,64,512,0.002500,0.010000,0.700000,6.000000
1.415983,-0.141060,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
1.718857,-1.353641,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.995597,1.731600,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.006419,-0.115953,0.533203,4.87075463e-4,2.053066e3,64,512,0.002500,0.010000,0.700000,6.000000
0.546597,0.722291,0.966797,6.28152452e-5,1.591945e4,64,512,0.002500,0.010000,0.700000,6.000000
-0.998140,-1.643794,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
0.484298,-1.758413,0.953125,8.74281132e-5,1.143784e4,64,512,0.002500,0.010000,0.700000,6.000000
1.588830,-0.492622,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.645017,0.024411,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.424036,-0.342685,0.076172,1.37705198e-4,7.261837e3,64,512,0.002500,0.010000,0.700000,6.000000
0.693067,-1.595272,0.992187,1.51686977e-5,6.592089e4,64,512,0.002500,0.010000,0.700000,6.000000
-0.143275,0.798133,0.263673,3.79936302e-4,2.632013e3,64,512,0.002500,0.010000,0.700000,6.000000
-1.013979,1.131974,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
1.779330,-1.842167,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
1.079828,-0.673307,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
1.679368,1.936632,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.251674,-1.723692,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
1.824501,0.749386,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.163422,-1.161354,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
0.712558,-0.926431,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
0.408414,-0.512114,0.931641,1.24626675e-4,8.023900e3,64,512,0.002500,0.010000,0.700000,6.000000
0.966612,0.425716,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.786906,-1.419848,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
1.461128,-0.214529,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
0.379638,-1.370818,0.916015,1.50546859e-4,6.642406e3,64,512,0.002500,0.010000,0.700000,6.000000
0.763181,-0.590634,0.998046,3.81421003e-6,2.621088e5,64,512,0.002500,0.010000,0.700000,6.000000
0.829770,0.834668,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.631552,-1.819751,0.037267,2.83837120e-4,3.523135e3,64,512,0.002500,0.010000,0.700000,6.000000
-0.370862,-0.789018,0.097656,1.72441223e-4,5.799044e3,64,512,0.002500,0.010000,0.700000,6.000000
-1.757443,-1.172453,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
1.232749,0.495297,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.095573,1.345799,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
1.346462,1.751384,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.900638,-0.895051,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
0.775052,0.014594,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
1.426814,1.624161,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
1.468111,1.645343,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.914514,-0.599976,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.374334,1.913458,0.074217,1.34453736e-4,7.437447e3,64,512,0.002500,0.010000,0.700000,6.000000
1.491507,1.039772,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.291526,-0.657142,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
0.038252,0.755151,0.525391,4.87971332e-4,2.049297e3,64,512,0.002500,0.010000,0.700000,6.000000
0.377449,-1.358680,0.906251,1.66256740e-4,6.014758e3,64,512,0.002500,0.010000,0.700000,6.000000
-0.157420,-0.091015,0.246094,3.63071387e-4,2.754272e3,64,512,0.002500,0.010000,0.700000,6.000000
-1.765202,-1.565010,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.376742,0.074278,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.114859,-0.596606,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.487202,1.132794,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.335546,0.959892,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.899377,1.242673,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
0.278510,-0.737381,0.867187,2.25385668e-4,4.436820e3,64,512,0.002500,0.010000,0.700000,6.000000
-1.660025,-0.574549,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
1.570123,-0.045928,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
0.708767,1.292964,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
1.271413,-1.818345,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.852006,-1.516062,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.994304,1.148789,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.305588,1.581031,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
0.997120,-1.605504,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.632321,-0.395626,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
1.250902,0.551993,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
1.594189,-1.256062,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
1.221183,-0.771137,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.698192,1.457594,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.947547,-0.402007,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.499181,1.245077,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.502619,1.971681,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
0.072163,-0.006015,0.576172,4.77878380e-4,2.092578e3,64,512,0.002500,0.010000,0.700000,6.000000
0.109261,-0.307708,0.664063,4.36558614e-4,2.290638e3,64,512,0.002500,0.010000,0.700000,6.000000
-0.482329,1.856945,0.042967,8.04641367e-5,1.242774e4,64,512,0.002500,0.010000,0.700000,6.000000
-0.929841,-0.864295,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.251435,1.891314,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
0.069090,0.110401,0.578125,4.77288524e-4,2.095164e3,64,512,0.002500,0.010000,0.700000,6.000000
-1.348057,-1.387827,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.990219,0.840622,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
1.516535,-0.490557,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.848298,0.233484,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.207876,-0.400760,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.491237,-0.840427,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
0.135219,1.018108,0.681641,4.24666608e-4,2.354783e3,64,512,0.002500,0.010000,0.700000,6.000000
0.226515,-0.053350,0.802734,3.09882728e-4,3.227017e3,64,512,0.002500,0.010000,0.700000,6.000000
0.394411,1.731574,0.914062,1.53719033e-4,6.505333e3,64,512,0.002500,0.010000,0.700000,6.000000
-0.447230,0.961234,0.041016,7.69698835e-5,1.299193e4,64,512,0.002500,0.010000,0.700000,6.000000
-0.287359,0.862038,0.134766,2.28184627e-4,4.382397e3,64,512,0.002500,0.010000,0.700000,6.000000
-0.618421,-0.938743,0.025390,4.84203023e-5,2.065207e4,64,512,0.002500,0.010000,0.700000,6.000000
0.545483,1.117486,0.982421,3.37932950e-5,2.959079e4,64,512,0.002500,0.010000,0.700000,6.000000
1.324943,1.047130,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.192902,1.057507,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.178341,-0.602633,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
1.441460,-0.079867,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.296370,1.803877,0.130860,2.22570451e-4,4.492939e3,64,512,0.002500,0.010000,0.700000,6.000000
-1.990275,-0.078126,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
0.737066,-1.935036,0.996093,7.61349065e-6,1.313285e5,64,512,0.002500,0.010000,0.700000,6.000000
0.604576,-0.236653,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
1.598301,1.226436,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
0.702323,0.814550,0.994140,1.13978429e-5,8.772820e4,64,512,0.002500,0.010000,0.700000,6.000000
1.867522,-0.223075,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.889023,-1.553772,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
0.917452,1.334345,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
0.732665,0.587988,0.998046,3.81421003e-6,2.621088e5,64,512,0.002500,0.010000,0.700000,6.000000
1.292809,-1.347559,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
1.972940,0.150733,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.508163,1.165007,0.033202,6.28112906e-5,1.592045e4,64,512,0.002500,0.010000,0.700000,6.000000
-0.045373,1.410202,0.427734,4.79012889e-4,2.087622e3,64,512,0.002500,0.010000,0.700000,6.000000
-1.804553,-0.792091,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
1.188698,0.227166,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.178199,1.354534,0.246652,5.59448712e-4,1.787471e3,64,512,0.002500,0.010000,0.700000,6.000000
0.712675,0.849229,0.992187,1.51682212e-5,6.592296e4,64,512,0.002500,0.010000,0.700000,6.000000
-1.039816,-0.482349,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
1.372748,0.865437,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.625917,0.081854,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.285466,-1.544597,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.045333,0.503488,0.414063,4.74780441e-4,2.106232e3,64,512,0.002500,0.010000,0.700000,6.000000
0.054785,0.933903,0.582031,4.76064483e-4,2.100551e3,64,512,0.002500,0.010000,0.700000,6.000000
1.492891,-1.855189,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
1.926883,-1.106025,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.720517,0.118274,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
1.118289,-0.486363,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
0.069240,1.412550,0.615885,8.83036679e-4,1.132455e3,64,512,0.002500,0.010000,0.700000,6.000000
1.772234,-1.443733,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.572241,1.243419,0.013672,2.63876285e-5,3.789511e4,64,512,0.002500,0.010000,0.700000,6.000000
-1.979539,0.137940,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.551671,1.772768,0.025390,4.84203023e-5,2.065207e4,64,512,0.002500,0.010000,0.700000,6.000000
-1.347498,0.000489,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.119673,0.003147,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.460889,-1.124864,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
0.782963,-1.479146,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-0.980547,-0.253581,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.457810,-1.515696,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
0.637787,-1.423217,0.982421,3.37925867e-5,2.959141e4,64,512,0.002500,0.010000,0.700000,6.000000
0.858675,-0.525554,1.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
-1.578888,-1.869165,0.000000,1.00000000e-12,1.000000e6,64,512,0.002500,0.010000,0.700000,6.000000
0.406306,-1.913830,0.929687,1.27919502e-4,7.817355e3,64,512,0.002500,0.010000,0.700000,6.000000
